sisulname,sisuladdr,tel
서대문노인복지관 요양센터,서울특별시 서대문구 독립문로8길 ,02-363-9915
다솜장기요양센터,서울특별시 도봉구 해등로 ,070-4116-5987
엘림요양원,서울특별시 은평구 응암로 ,02-357-9600
목민데이케어센터,서울특별시 양천구 신월로,02-2601-1007
양천어르신종합복지관병설양천어르신요양센터,서울특별시 양천구 목동로3길 ,02-2649-8836
은빛노인요양공동생활가정1,서울특별시 송파구 거마로 ,024021005
은빛노인요양공동생활가정4,서울특별시 송파구 거마로 ,02-402-1005
강남구립 논현노인종합복지관,서울특별시 강남구 강남대로128길,02-541-0226
참사랑노인요양센터,서울특별시 강북구 오현로 ,02-981-1212
실버밸리노인요양공동생활가정,서울특별시 광진구 자양로 ,02-444-3655
송파치매케어센터,서울특별시 송파구 백제고분로32길,02-2203-9400
강남구립논현노인종합복지관 노인요양센터,서울특별시 강남구 강남대로128길 ,02-6954-3662
창전데이케어센터,서울특별시 마포구 서강로1길,02-333-1090
시립수락양로원,서울특별시 노원구 동일로250길 ,02-932-0405
사랑나눔노인복지센터,서울특별시 구로구 구로동로 ,02-864-6649
노원실버센터,서울특별시 노원구 동일로 ,02-978-7722
강남논현데이케어센터,서울특별시 강남구 논현로136길 ,02-547-0881
상봉요양원,서울특별시 중랑구 용마산로 ,02-2207-8803
서울시니어스타워(주),서울특별시 강서구 화곡로68길 ,02-3660-7792
희망주야간보호센터,서울특별시 구로구 중앙로 ,02-2681-0692
남부데이케어센터,서울특별시 관악구 조원로,02-861-6145
역삼재가노인데이케어센터,서울특별시 강남구 언주로70길 ,02-564-9294
우리집데이케어센터,서울특별시 영등포구 디지털로,02-6080-7828
구립용산노인데이케어센터,서울특별시 용산구 효창원로93길 ,02-715-5540
봄날서울요양원,서울특별시 강서구 양천로1길,02-2661-8600
효도로 노인전문요양원,서울특별시 구로구 경인로,02-2066-7799
옥수재가노인지원센터,서울특별시 성동구 한림말길 ,02-2282-1102
인자인케어센터,서울특별시 종로구 평창17길 ,02-394-2234
나눔의집,서울특별시 양천구 목동로23길 ,02-2605-1666
케어윌,서울특별시 성북구 보문로 ,02-927-6060
강남실버센터,서울특별시 강남구 삼성로 ,02-549-7133
푸른요양원1호점,서울특별시 강북구 도봉로81길 ,02-999-2234
벧엘의집요양원,서울특별시 관악구 문성로 ,02-856-4382
동대문노인종합복지관 부설 구립데이케어센터,서울특별시 동대문구 홍릉로 ,02-968-2861
면목종합사회복지관병설 면목데이케어센터,서울특별시 중랑구 면목동,02-436-0069
도봉재가노인지원센터,서울특별시 도봉구 시루봉로,02-3494-6060
늘사랑실버센터,서울특별시 노원구 한글비석로 ,02-932-0003
훼미피아데이케어센터,서울특별시 강서구 공항대로39길 ,02-3665-6785
구립불광노인복지관,서울특별시 은평구 연서로32길 ,02-385-3222
관악미르사랑데이케어센터,서울특별시 관악구 은천로,02-871-5501
은평신사데이케어센터,서울특별시 은평구 은평로 ,02-351-9988
불광데이케어센터,서울특별시 은평구 연서로32길 ,02-385-3222
효원노인복지센터A,서울특별시 중랑구 상봉중앙로1길 ,02-438-0606
한사랑실버센터1호점,서울특별시 강동구 양재대로 ,02-482-6400
신당데이케어센터,서울특별시 중구 다산로25길 ,02-2231-1949
포도나무실버타운2호점,서울특별시 송파구 가락로 ,02-413-1147
포도나무실버타운1호점,서울특별시 송파구 가락로 ,02-413-1147
서초구립방배데이케어센터,서울특별시 서초구 방배천로16길 ,02-3474-7992
강동노인복지관 치매요양원,서울특별시 강동구 동남로71길 ,02-474-6900
광진노인보호센터,서울특별시 광진구 뚝섬로58길 ,02-458-0350
강서구립화곡노인복지센터,서울특별시 강서구 월정로30길 ,02-2605-6900
밝은요양원,서울특별시 광진구 긴고랑로 ,02-969-8001
예원요양원,서울특별시 중랑구 용마산로 ,02-931-4113
강서구립연지노인복지센터,서울특별시 강서구 화곡로58길 ,02-2605-7501
구립당산데이케어센터,서울특별시 영등포구 국회대로28길 ,02-2068-1120
유린원광노인요양원,서울특별시 중랑구 신내로 ,02-438-4093
사랑의집,서울특별시 서초구 탑성말길 ,02-579-7582
삼육서울병원재가노인복지센터,서울특별시 동대문구 망우로,02-2242-8090
천호재가노인지원센터,서울특별시 강동구 구천면로68길 ,02-482-3810
문정데이케어센터,서울특별시 송파구 동남로4길 ,02-403-3677
성북미르사랑데이케어센터,서울특별시 성북구 보국문로 ,02-919-9909
강서구립 연지데이케어센터,서울특별시 강서구 화곡로58길 ,02-2605-7503
한서데이케어센터,서울특별시 마포구 월드컵로13길,02-333-2390
강북재가노인지원센터,서울특별시 강북구 삼양로,02-945-9988
강동미르사랑데이케어센터,서울특별시 강동구 천호대로,02-475-8808
중앙효노인요양공동생활가정,서울특별시 서대문구 서소문로 ,02-3472-9191
평창동시니어센터,서울특별시 종로구 평창15길 ,070-4247-7936
에덴실버요양원,서울특별시 송파구 송이로,02-407-1768
미래요양원,서울특별시 영등포구 대림로 ,02-833-2306
구세군서울후생원,서울특별시 서대문구 독립문로8길 ,023727937
남산원,서울특별시 중구 소파로2길 ,02-752-9836
송죽원,서울특별시 서대문구 송죽길,02-391-3385
강동꿈마을,서울특별시 강동구 천호대로186길,02-478-3290
은평천사원,서울특별시 은평구 갈현로11길 ,02-355-1701
삼동소년촌,서울특별시 마포구 가양대로 ,02-372-7534
청운자립생활관,서울특별시 동작구 상도동,02-823-3365
시온원,서울특별시 동작구 상도로39길 ,02-815-8582
혜명보육원,서울특별시 금천구 탑골로,02-802-0358
혜명지역아동복지센터,서울특별시 금천구 탑골로 ,02-805-0358
혜심원,서울특별시 용산구 소월로2나길,02-755-8459
상록여자자립생활관,서울특별시 관악구 남현길 ,02-588-7097
성가정입양원,서울특별시 성북구 선잠로2길 ,02-764-4741
이든아이빌(Eden I Ville),서울특별시 성동구 왕십리로21라길 ,02-2292-0421
명진들꽃사랑마을,서울특별시 강동구 구천면로68길 ,02-478-2939
돈보스코 자립생활관,서울특별시 영등포구 여의대방로 ,02-845-0985
상록보육원,서울특별시 관악구 남현길 ,02-584-7097
한국사회봉사회,서울특별시 도봉구 삼양로162가길 ,02-908-9191
돈보스코 오라토리오,서울특별시 영등포구 여의대방로,02-828-3650
렘넌트지역아동센터,서울특별시 금천구 독산로,02-806-0600
소리마을지역아동센터,서울특별시 강동구 구천면로,02-473-6691
성광행복한지역아동센터,서울특별시 강서구 양천로26길 ,02-2666-0340
꿈이있는푸른학교 지역아동센터,서울특별시 은평구 응암로12길,02-382-1496
영등포좋은나무지역아동센터,서울특별시 영등포구 양산로 ,02-2679-5649
또 하나의 집,서울특별시 동대문구 약령시로5길 ,02-923-8275
영락지역아동복지센터,서울특별시 용산구 후암로4길 ,02-310-9684
청운지역아동복지센터,서울특별시 동작구 국사봉1길 ,02-823-3585
민들레쉼터,서울특별시 관악구 문성로38길,02-873-8868
푸른꿈지역아동센터,서울특별시 광진구 자양로 ,070-7787-2876
한사랑지역아동센터,서울특별시 광진구 동일로54길 ,02-499-0971
솔빛지역아동센터,서울특별시 송파구 성내천로18길,02-431-7979
동명아동복지센터,서울특별시 관악구 봉천로23라길 ,02-877-1846
강북지역아동센터,서울특별시 강북구 삼양로118길 ,070-7404-1747
열린지역아동센터,서울특별시 강서구 초록마을로22길 ,02-2607-7374
한사랑지역아동센터,서울특별시 금천구 시흥대로47길,02-807-7277
신상도지역아동센터,서울특별시 동작구 양녕로20길,02-826-7712
공립 벧엘지역아동센터,서울특별시 은평구 역촌동 ,02-383-5119
장위지역아동센터밀알학교,서울특별시 성북구 돌곶이로 ,02-916-3004
엘림지역아동센터,서울특별시 중구 퇴계로88나길 ,02-2252-9123
둥근나라,서울특별시 강북구 덕릉로30길,02-985-6960
살레시오방화동나눔의집,서울특별시 강서구 방화대로45길 ,02-2665-1019
다솔 지역아동센터,서울특별시 성북구 장월로,02-909-0739
나무를심는학교,서울특별시 서대문구 북아현로11가길 ,02-362-2147
꿈나무학교,서울특별시 강서구 가로공원로 ,02-2690-3341
한울타리,서울특별시 서대문구 연희로2길 ,02-325-5384
신림우리집,서울특별시 관악구 신림동 ,02-853-9305
람원행복한홈스쿨 지역아동센터,서울특별시 강서구 까치산로,02-2065-0692
샘물의집,서울특별시 관악구 봉천동 ,02-877-1912
꿈의학교지역아동센터,서울특별시 구로구 개봉로12길,02-2615-9062
태릉지역아동센터,서울특별시 노원구 동일로174길 ,070-8163-5591
꿈둥지 지역아동센터,서울특별시 관악구 쑥고개로 ,02-888-9045
구세군지역아동복지센터,서울특별시 서대문구 독립문로8길 ,02-313-7937
샘터지역아동센터(공부방),서울특별시 도봉구 노해로62길,02-6401-0691
하늘품지역아동센터,서울특별시 노원구 상계로23다길 ,02-934-0320
누리사랑지역아동센터,서울특별시 은평구 증산로,02-308-7982
광현지역아동센터,서울특별시 은평구 연서로27길 ,02-385-9320
연세지역아동센터,서울특별시 양천구 신월로27길,070-7404-9193
사과나무열림터 지역아동센터,서울특별시 성동구 왕십리로21다길,02-2291-9442
참이랑지역아동센터,서울특별시 중랑구 상봉중앙로1길 ,02-433-3131
서진 지역아동센터,서울특별시 마포구 새터산길,02-372-5091
디모데지역아동센터,서울특별시 영등포구 영등포로86길,02-841-8333
성모자애드림힐,서울특별시 노원구 덕릉로70가길,02-937-6900
살레시오청소년센터,서울특별시 영등포구 대림동 ,02-832-5026
참신나는학교 지역아동센터,서울특별시 종로구 종로53길 ,02-744-4048
솔로몬지역아동센터,서울특별시 강서구 양천로1길,02-2664-6954
상도지역아동복지센터,서울특별시 동작구 상도로39길 ,028247632
조은아이들지역아동센터,서울특별시 은평구 통일로68길 ,02-356-1453
구로파랑새나눔터공부방 지역아동센터,서울특별시 구로구 구로동로38길 ,02-838-5679
관악지역아동복지센터,서울특별시 관악구 봉천로23라길,02-883-4396
성원미디어스쿨지역아동센터,서울특별시 금천구 독산로74길,02-858-9919
함사람지역아동센터,서울특별시 금천구 금하로11길 ,02-805-7283
에델마을,서울특별시 구로구 천왕동 ,02-2688-6109
한누리학교지역아동센터,서울특별시 양천구 신월로 ,02-2695-6507
청운보육원,서울특별시 동작구 국사봉1길 ,02-823-3363
청암지역아동센터,서울특별시 종로구 창신8길,02-742-9827
한별지역아동센터,서울특별시 금천구 독산로72길 ,02-3281-7791
나누리지역아동센터,서울특별시 금천구 금하로23길 ,02-892-0109
신일 지역아동센터,서울특별시 서대문구 독립문로8길,070-8268-8822
별빛내리는 마을,서울특별시 송파구 동남로24길 ,02-400-6801
쪼물왕국지역아동센터,서울특별시 영등포구 선유로53길,02-6408-7205
지예 지역아동센터,서울특별시 성북구 장위동 ,02-941-6546
은평지역아동센터 열린학교,서울특별시 은평구 은평로 ,02-353-2268
성모의 집,서울특별시 성북구 보국문로29가길,02-909-0890
아낌없이 주는 나무 지역아동센터,서울특별시 성북구 종암로14길,02-909-0775
장위희망지역아동센터,서울특별시 성북구 장위로15길 ,02-916-7374
성심효주의집,서울특별시 서초구 동광로18길 ,02-599-2629
